1363584281,1363584377,139912650,1363563330,1363563345,1363563486,1363563518,1363609838,1363613175,1363615039,390606443,1363599585,1363599594,1363599606,390606446,1363599417,1363599432,1363599444,1363591916,1363592972,1363593120,1363593134,1363593148,1363593161,140200542,1363604482,1363604507,1363604521,1363590514,1363590558,1363612128,140119268,1363586014,1363586145,1363587287,1363587437,1363587449,1363587463,1363568491,1363568521,1363568546,1363568560,1363605565,1363614255,1363614875,1363615055,1363615068,1363575776,1363598437,140037006,390606453,1363573250,1363575577,1363575588,1363575616,1363582575,1363582586,1363582596,1363582611,1363582616,1363608441,1363585053,1363599313,1363599457,1363599470,1363599473,1363599484,1363599501,1363591155,1363591266,1363591294,1363591307,1363591320,1363591333,1363614861,140049638,1363592877,1363604564,1363604578,1363604591,1363604619,1363608081,1363608094,1363589010,1363607887,1363607899,1363607929,1363585346,1363585374,1363585387,1363598019,1363569688,1363569693,1363569731,1363569758,1363579671,1363579685,1363579709,1363579723,1363579738,1363579752,1363610347,1363611385,1310298405,1310298415,1310298431,1310298439,1310298452,1310298461,1310298476,1310298483,1310298562,1310440522,135000990,135304817,441052051,441065885,441065886,1310344254,1310344271,1310344292,1310344305,1310344364,1310344390,1310344415,1310344425,1310440246,1310440259,1310440459,1310440472,1310440486,1310440499,1310456072,1310456033,1310456098,1310456111,1310328913,1310328950,1310565902,134739981,1310328678,1310328889,1310328900,1310328924,1310328595,1310328620,1310328631,1310328641,1310328653,1310276574,1310302775,388853620,1310276553,1310276587,1310276504,1310276526,1310276541,135680515,1310276265,1310276275,1310276297,1310276313,1310276325,1310276513,1310276524,1310592741,135386986,135386987,1310276240,1310276251,1310276376,1310276387,1310480522,1310524134,1310524146,429119434,429119437,1310276366,1310488136,1310488150,1310488164,1310488208,1310488300,1310276122,1310276331,1310276342,441059953,1310276131,1310527582,1310527606,1310527649,1310527723,1310527736,1310527758,1310276052,1310276064,1310276078,1310276088,1310276106,1310276214,1310276224,1310275949,1310275958,1310276149,1310276160,1310276163,1310276175,1310276186,1310276187,1310276199,388711238,1310275903,1310275912,1310275923,1310569495,1310569529,1310569569,1310569579,135680521,1310275689,1310275714,1310275723,1310275732,1310275743,1310275756,1310275765,1310275979,1310275991,1310276013,1310276024,1310276037,1310276046,135082914,1310275799,1310275820,1310275823,1310275835,1310275850,1310275786,1310561063,1310561100,1310561112,1310561121,1310561134,1310561137,1310561153,449109227,449109228,449109229,449109230,449109231,1310275539,1310275513,1310275526,1310275549,1310273938,1310274146,1310274157,1310275671,388853525,441049467,441049468,1310230830,1310230844,1310275681,441049459,1310275650,1310583999,1310589018,1310589030,1310589055,1310589064,1310589100,1310275347,1310275369,1310275380,1310275390,1310275400,1310275603,1310275615,1310275625,1310275634,1310275660,1310275325,1310275335,1310275358,1310275445,1310275458,1310275460,1310275472,1310275482,1310275484,1310275495,1310217202,1310217214,1310217224,1310217346,1310275198,1310275219,1310275232,1310275422,1310275434,1310275208,1310440230,135680522,1310275026,1310275152,1310275162,1310275175,1310275190,1310275240,1310275250,1310275260,1310275273,1310275285,1310275295,1310275307,135680523,388851108,441050173,1310251397,1310275005,1310275015,1310559109,1310568751,1310568761,1310568787,388702458,441049048,441049053,441049057,1310274961,1310274971,1310274983,1310274996,1310275092,1310275095,1310275105,1310275116,1310275118,1310275133,388853535,441047914,441047915,1310274824,1310274868,1310537567,1310308619,1310308640,1310308652,1310308845,1310308857,1310308880,1310601434,429120964,1310302946,1310302970,1310303002,1310303075,1310303085,1310303100,1310303111,1310392317,1310412442,1310536887,1310537017,1310537030,1310537044,1310537071,1310537084,429121009,441049783,441049806,1310358759,1310358769,1310358781,1310358786,1310358797,1310359005,1310359018,1310359041,1310359057,1310359065,388851480,388852412,441049789,1310393053,1310393067,1310393265,1310393298,1310393311,1310393335,135569733,429121040,1310458529,1310458567,1310247207,1310577628,1310233276,1310233288,1310382880,1310233021,1310233032,1310233041,1310233052,1310233064,1310233074,1310346043,1310539464,1310539477,1310539501,1310232998,1310442420,1310442433,1310442555,1310442568,1310442651,1310442664,1310442681,1310442694,1310442704,1310442716,1310442728,1310442741,1310531347,1310531373,1310531383,1310531394,1310531409,1310531419,1310531431,1310531650,1310601845,1310434028,1310434039,1310434051,1310434066,1310434187,1310542190,1310271121,1310280807,1310280827,1310280838,1310280853,1310280863,1310233008,1310240337,1310240552,1310527996,1310528007,1310295566,1310295772,1310295783,1310295797,1310295811,1310295829,1310499302,1310233107,1310233118,1310233133,1310233144,1310233158,1310233169,1310506985,1310585277,1310585304,1310585318,1310585328,1310585343,1310384878,1310557297,1310557300,1310557313,1310557323,1310557334,1310557361,1310557423,1310557452,1310557466,1310557476,1310557491,429121466,1310572426,1310572666,1310572677,1310572692,1310572702,1310572737,388693956,388709561,1310232838,1310232849,1310232859,1310232882,1310233083,1310233095,388693660,1310232824,1310232934,1310232957,1310232970,1310232980,135271406,388853542,1310222630,1310554885,134927432,134927433,388681691,1310559200,1310559247,1310559258,1310561843,388710685,1310232633,1310232644,1310232667,1310232677,1310232688,1310232700,1310232710,1310232793,1310232912,1310232923,1310232944,1310569538,1310232718,1310232730,1310232743,1310232753,1310232767,1310232779,1310232804,1310232805,1310457793,1310232518,1310232528,1310603601,1310494185,1310494212,1310494223,1310520950,441049289,441049290,1310556914,1310232495,1310594179,1310594192,1310594203,1310594204,1310594218,1310594405,1310594418,1310594439,388662823,388852082,1310217288,1310217302,1310217312,1310217334,1310232449,1310232460,1310232473,1310232484,1310232506,1310232605,1310519734,1310232570,1310232592,1310232604,1310232626,1310232580,1310240489,1310240512,1310240520,134857937,388681689,1310232325,1310232347,1310232548,1310232558,1310550681,388660178,388853154,388853155,1310550435,1310550673,1310550694,388853149
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
